,Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,gameid
1338,18,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,23,0,23,0,0,69
1339,3,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,69
1340,154,CIN,27,38,262,2,0,1,0,42,107.6,2,5,0,5,0,0,0,0,0,1,0,69
1341,146,CIN,0,0,0,0,0,0,0,0,,19,93,0,18,1,1,16,0,16,0,0,69
1342,161,CIN,0,0,0,0,0,0,0,0,,2,10,0,9,3,3,16,0,7,0,0,69
1343,163,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,14,10,123,1,42,0,0,69
1344,788,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,38,0,12,0,0,69
1345,153,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,26,1,15,0,0,69
1346,140,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,8,0,0,69
1347,158,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,14,0,7,0,0,69
1348,143,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,69
1349,802,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,69
1350,84,BUF,23,32,219,2,1,4,15,46,98.3,10,27,0,6,0,0,0,0,0,0,0,70
1351,74,BUF,0,0,0,0,0,0,0,0,,14,60,0,19,2,2,9,0,6,0,0,70
1352,77,BUF,0,0,0,0,0,0,0,0,,2,15,0,11,4,4,13,0,8,0,0,70
1353,88,BUF,0,0,0,0,0,0,0,0,,1,7,0,7,0,0,0,0,0,0,0,70
1354,69,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,75,0,21,0,0,70
1355,72,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,52,0,46,0,0,70
1356,71,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,29,1,11,0,0,70
1357,85,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,21,0,8,0,0,70
1358,82,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,12,0,7,0,0,70
1359,83,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,1,8,0,0,70
1360,78,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,70
1361,730,TEN,13,22,183,0,0,5,33,57,86.0,5,13,0,4,0,0,0,0,0,0,0,70
1362,741,TEN,0,0,0,0,0,0,0,0,,20,78,1,24,0,0,0,0,0,0,0,70
1363,743,TEN,0,0,0,0,0,0,0,0,,2,11,0,9,4,2,19,0,10,0,0,70
1364,745,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,57,0,57,0,0,70
1365,726,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,30,0,10,1,0,70
1366,742,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,28,0,23,0,0,70
1367,732,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,27,0,14,0,0,70
1368,739,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,70
1369,736,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0,70
1370,30,ATL,32,46,330,3,1,2,14,29,102.6,3,7,1,7,0,0,0,0,0,0,0,71
1371,37,ATL,0,0,0,0,0,0,0,0,,11,30,0,21,5,5,40,1,9,0,0,71
1372,35,ATL,0,0,0,0,0,0,0,0,,5,19,0,11,6,6,45,0,10,0,0,71
1373,23,ATL,0,0,0,0,0,0,0,0,,1,1,0,1,5,5,42,1,14,0,0,71
1374,41,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,88,1,29,0,0,71
1375,25,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,56,0,18,0,0,71
1376,44,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,42,0,20,1,0,71
1377,26,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,12,0,12,0,0,71
1378,27,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,71
1379,291,HOU,28,33,426,5,0,0,0,51,158.3,4,47,0,30,0,0,0,0,0,2,0,71
1380,369,HOU,0,0,0,0,0,0,0,0,,21,60,1,14,1,0,0,0,0,1,0,71
1381,295,HOU,0,0,0,0,0,0,0,0,,9,59,0,24,1,1,8,0,8,0,0,71
1382,308,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,16,14,217,3,44,1,0,71
1383,309,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,88,0,29,0,0,71
1384,300,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,72,0,51,0,0,71
1385,294,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,21,0,21,0,0,71
1386,305,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,2,12,0,0,71
1387,720,TAM,15,27,204,2,0,6,46,26,104.6,3,13,0,5,0,0,0,0,0,1,0,72
1388,725,TAM,0,0,0,0,0,0,0,0,,9,35,0,14,3,2,21,0,11,0,0,72
1389,711,TAM,0,0,0,0,0,0,0,0,,8,32,1,8,1,1,-1,0,-1,0,0,72
1390,707,TAM,0,0,0,0,0,0,0,0,,1,18,0,18,2,0,0,0,0,0,0,72
1391,719,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,125,2,26,0,0,72
1392,718,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,72
1393,786,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0,72
1394,710,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0,72
1395,714,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,72
1396,724,TAM,0,0,0,0,0,0,0,0,,1,-4,0,-4,3,2,27,0,16,0,0,72
1397,521,NOR,26,34,314,4,1,0,0,42,131.2,5,7,0,5,0,0,0,0,0,0,0,72
1398,522,NOR,1,1,13,0,0,0,0,13,118.7,16,62,0,16,7,6,42,0,15,0,0,72
1399,515,NOR,1,1,18,0,0,0,0,18,118.7,2,14,0,11,0,0,0,0,0,0,0,72
1400,509,NOR,0,0,0,0,0,0,0,0,,7,28,0,12,2,2,6,0,4,0,0,72
1401,510,NOR,0,0,0,0,0,0,0,0,,1,1,0,1,2,2,35,1,33,0,0,72
1402,506,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,13,11,182,2,42,0,0,72
1403,528,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,41,1,16,0,0,72
1404,517,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,39,0,26,0,0,72
1405,349,JAX,26,44,374,2,0,2,16,37,101.9,7,42,0,11,0,0,0,0,0,3,3,73
1406,364,JAX,0,0,0,0,0,0,0,0,,23,108,1,48,7,4,29,0,14,0,0,73
1407,362,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,164,2,37,0,0,73
1408,351,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,11,7,82,0,30,0,0,73
1409,350,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,57,0,35,0,0,73
1410,344,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,26,0,26,0,0,73
1411,343,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,73
1412,360,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,73
1413,357,JAX,0,0,0,0,0,0,0,0,,1,-1,0,-1,1,1,7,0,7,0,0,73
1414,111,CAR,17,30,181,1,0,3,21,52,85.6,1,4,0,4,0,0,0,0,0,1,0,73
1415,108,CAR,0,1,0,0,0,0,0,0,39.6,19,176,2,84,8,6,61,1,18,0,0,73
1416,104,CAR,0,0,0,0,0,0,0,0,,5,80,1,59,0,0,0,0,0,0,0,73
1417,102,CAR,0,0,0,0,0,0,0,0,,2,25,0,16,6,3,19,0,7,0,0,73
1418,115,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,91,0,52,0,0,73
1419,95,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,6,0,6,0,0,73
1420,110,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,73
1421,107,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,73
1422,327,IND,18,29,151,0,1,0,0,18,61.1,6,9,1,7,0,0,0,0,0,0,0,74
1423,331,IND,0,0,0,0,0,0,0,0,,29,132,0,30,3,3,16,0,11,0,0,74
1424,339,IND,0,0,0,0,0,0,0,0,,7,28,0,10,0,0,0,0,0,0,0,74
1425,340,IND,0,0,0,0,0,0,0,0,,1,12,0,12,2,1,8,0,8,0,0,74
1426,313,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,37,0,14,0,0,74
1427,320,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,19,0,9,0,0,74
1428,332,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0,74
1429,325,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,8,0,8,0,0,74
1430,316,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,74
1431,314,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,74
1432,321,IND,0,0,0,0,0,0,0,0,,2,-1,0,3,5,4,46,0,18,0,0,74
1433,380,KAN,22,39,321,1,0,4,33,31,91.9,3,17,0,14,0,0,0,0,0,0,0,74
1434,378,KAN,0,0,0,0,0,0,0,0,,9,23,0,6,4,3,15,0,7,0,0,74
1435,385,KAN,0,0,0,0,0,0,0,0,,1,2,0,2,1,0,0,0,0,0,0,74
1436,376,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,103,1,28,0,0,74
1437,386,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,10,4,70,0,24,0,0,74
1438,366,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,31,0,14,0,0,74
1439,79,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,23,0,21,1,1,74
1440,377,KAN,0,0,0,0,0,0,0,0,,1,-6,0,-6,6,4,79,0,31,0,0,74
1441,126,CHI,22,30,231,2,2,4,37,32,89.7,1,2,0,2,0,0,0,0,0,0,0,75
1442,120,CHI,0,0,0,0,0,0,0,0,,11,25,1,6,1,1,11,0,11,0,0,75
1443,138,CHI,0,0,0,0,0,0,0,0,,4,10,0,4,7,6,39,0,12,0,0,75
1444,129,CHI,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0,75
1445,124,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,97,2,32,0,0,75
1446,133,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,52,0,32,0,0,75
1447,773,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,16,0,16,0,0,75
1448,136,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,16,0,11,0,0,75
1449,123,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,75
1450,602,OAK,25,32,229,0,0,0,0,23,96.5,3,8,0,9,0,0,0,0,0,1,1,75
1451,585,OAK,0,0,0,0,0,0,0,0,,26,123,2,21,3,3,20,0,10,0,0,75
1452,589,OAK,0,0,0,0,0,0,0,0,,6,17,1,5,3,3,19,0,10,0,0,75
1453,594,OAK,0,0,0,0,0,0,0,0,,2,14,0,9,2,2,18,0,11,0,0,75
1454,803,OAK,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,75
1455,797,OAK,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0,75
1456,599,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,46,0,23,0,0,75
1457,277,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,42,0,21,1,1,75
1458,583,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,39,0,13,0,0,75
1459,591,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,22,0,20,0,0,75
1460,584,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,12,0,12,0,0,75
1461,798,OAK,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,11,0,7,0,0,75
1462,226,DEN,14,20,182,1,1,3,23,70,94.2,3,7,0,6,0,0,0,0,0,2,1,76
1463,234,DEN,0,0,0,0,0,0,0,0,,15,114,1,32,4,4,33,0,13,0,0,76
1464,216,DEN,0,0,0,0,0,0,0,0,,13,61,0,11,2,2,6,0,6,0,0,76
1465,646,DEN,0,0,0,0,0,0,0,0,,1,9,0,9,0,0,0,0,0,0,0,76
1466,227,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,92,1,70,0,0,76
1467,222,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,26,0,26,0,0,76
1468,795,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,76
1469,230,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,76
1470,225,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,76
1471,397,LAC,32,48,211,0,2,0,0,20,58.6,1,-3,0,-3,0,0,0,0,0,0,0,76
1472,409,LAC,0,0,0,0,0,0,0,0,,12,31,0,7,6,4,7,0,5,0,0,76
1473,393,LAC,0,0,0,0,0,0,0,0,,3,7,0,4,16,15,86,0,17,1,1,76
1474,396,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,13,6,74,0,20,0,0,76
1475,407,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,18,0,10,0,0,76
1476,403,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,13,0,13,0,0,76
1477,411,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,76
1478,787,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,76
1479,495,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,76
1480,170,CLE,8,22,100,0,2,4,42,25,13.4,0,0,0,0,0,0,0,0,0,2,1,77
1481,175,CLE,1,1,20,0,0,0,0,20,118.7,2,15,0,11,6,2,27,0,20,1,1,77
1482,185,CLE,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,77
1483,174,CLE,0,0,0,0,0,0,0,0,,16,87,0,37,1,1,12,0,12,0,0,77
1484,176,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,75,0,25,0,0,77
1485,784,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,77
1486,165,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,0,0,0,0,0,77
1487,13,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,77
1488,180,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,77
1489,181,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,77
1490,689,SFO,20,29,181,2,0,2,10,22,108.5,4,-3,0,0,0,0,0,0,0,1,0,77
1491,684,SFO,0,0,0,0,0,0,0,0,,11,114,1,83,3,3,15,1,7,0,0,77
1492,692,SFO,0,0,0,0,0,0,0,0,,16,97,1,19,0,0,0,0,0,0,0,77
1493,686,SFO,0,0,0,0,0,0,0,0,,7,34,0,8,0,0,0,0,0,0,0,77
1494,682,SFO,0,0,0,0,0,0,0,0,,1,18,0,18,8,6,70,1,22,0,0,77
1495,698,SFO,0,0,0,0,0,0,0,0,,1,15,0,15,4,3,41,0,17,0,0,77
1496,683,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,0,14,0,0,77
1497,701,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,20,0,12,0,0,77
1498,695,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,11,0,11,0,0,77
1499,687,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,3,0,3,0,0,77
1500,699,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,-3,0,0,0,0,77
1501,542,NYG,15,31,161,1,3,1,0,64,35.2,2,8,0,9,0,0,0,0,0,0,0,78
1502,796,NYG,0,0,0,0,0,0,0,0,,11,38,0,10,2,2,-3,0,5,1,1,78
1503,541,NYG,0,0,0,0,0,0,0,0,,3,6,0,3,2,1,0,0,0,0,0,78
1504,546,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,102,1,64,0,0,78
1505,548,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,32,0,12,0,0,78
1506,544,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,30,0,18,0,0,78
1507,536,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,78
1508,485,NWE,31,41,334,0,1,3,21,36,88.9,7,6,2,2,0,0,0,0,0,2,1,78
1509,486,NWE,0,0,0,0,0,0,0,0,,22,86,0,26,3,2,27,0,19,0,0,78
1510,502,NWE,0,0,0,0,0,0,0,0,,3,23,1,21,2,2,22,0,16,0,0,78
1511,498,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,15,9,113,0,36,0,0,78
1512,782,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,54,0,23,0,0,78
1513,804,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,34,0,29,0,0,78
1514,484,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,31,0,20,0,0,78
1515,505,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,78
1516,481,NWE,0,0,0,0,0,0,0,0,,2,-1,0,1,9,9,46,0,11,0,0,78
1517,775,WAS,13,25,166,2,0,0,0,33,99.7,4,10,0,9,0,0,0,0,0,1,0,79
1518,769,WAS,0,0,0,0,0,0,0,0,,23,118,0,25,2,2,18,0,13,0,0,79
1519,751,WAS,0,0,0,0,0,0,0,0,,3,12,0,8,3,2,8,0,4,0,0,79
1520,626,WAS,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,79
1521,790,WAS,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,79
1522,758,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,100,2,33,0,0,79
1523,755,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,24,0,19,0,0,79
1524,766,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,79
1525,761,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,8,0,7,0,0,79
1526,762,WAS,0,0,0,0,0,0,0,0,,1,0,0,0,4,0,0,0,0,0,0,79
1527,448,MIA,15,25,85,0,2,5,30,16,32.9,0,0,0,0,0,0,0,0,0,0,0,79
1528,445,MIA,12,18,132,1,0,0,0,30,106.7,2,5,0,5,0,0,0,0,0,0,0,79
1529,440,MIA,0,0,0,0,0,0,0,0,,10,40,0,9,9,6,30,0,9,0,0,79
1530,450,MIA,0,0,0,0,0,0,0,0,,6,32,0,14,6,5,43,0,18,0,0,79
1531,437,MIA,0,0,0,0,0,0,0,0,,3,7,1,6,0,0,0,0,0,0,0,79
1532,443,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,51,0,30,0,0,79
1533,781,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,31,0,21,0,0,79
1534,457,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,28,1,12,0,0,79
1535,451,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,11,0,0,79
1536,454,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,15,0,8,0,0,79
1537,435,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,1,0,79
1538,441,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,79
1539,186,DAL,28,40,278,0,0,1,8,23,89.4,3,11,1,8,0,0,0,0,0,0,0,80
1540,202,DAL,0,0,0,0,0,0,0,0,,28,105,1,13,6,5,48,0,16,0,0,80
1541,196,DAL,0,0,0,0,0,0,0,0,,3,13,0,10,0,0,0,0,0,0,0,80
1542,201,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,64,0,23,0,0,80
1543,192,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,57,0,20,0,0,80
1544,210,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,48,0,17,0,0,80
1545,208,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,46,0,14,0,0,80
1546,206,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,6,0,5,0,0,80
1547,188,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,80
1548,190,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,80
1549,579,NYJ,23,32,338,2,1,2,12,92,113.8,5,1,0,3,0,0,0,0,0,0,0,80
1550,568,NYJ,0,0,0,0,0,0,0,0,,14,50,1,13,1,1,3,0,3,0,0,80
1551,580,NYJ,0,0,0,0,0,0,0,0,,1,5,0,5,1,0,0,0,0,0,0,80
1552,573,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,125,1,92,0,0,80
1553,574,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,98,0,30,0,0,80
1554,499,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,62,0,33,0,0,80
1555,709,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,28,1,12,0,0,80
1556,783,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,17,0,10,0,0,80
1557,297,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,80
1558,658,SEA,23,33,295,2,0,3,11,30,117.6,9,31,1,16,0,0,0,0,0,1,0,81
1559,680,SEA,0,0,0,0,0,0,0,0,,24,124,1,25,4,4,35,0,21,0,0,81
1560,679,SEA,0,0,0,0,0,0,0,0,,3,8,0,5,3,1,15,0,15,1,1,81
1561,668,SEA,0,0,0,0,0,0,0,0,,1,4,0,4,5,4,69,0,30,0,0,81
1562,663,SEA,0,0,0,0,0,0,0,0,,1,3,0,3,5,5,75,0,22,0,0,81
1563,669,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,36,0,14,0,0,81
1564,657,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,29,2,17,0,0,81
1565,805,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,20,0,20,0,0,81
1566,604,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,16,0,11,0,0,81
1567,667,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,81
1568,673,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,81
1569,170,CLE,22,37,249,1,3,0,0,41,54.9,4,35,1,15,0,0,0,0,0,0,0,81
1570,174,CLE,0,0,0,0,0,0,0,0,,20,122,2,52,6,5,17,0,6,1,1,81
1571,175,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,11,6,101,0,41,0,0,81
1572,13,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,47,1,31,0,0,81
1573,176,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,36,0,27,0,0,81
1574,181,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,22,0,12,0,0,81
1575,173,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,17,0,14,0,0,81
1576,179,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,81
1577,154,CIN,21,39,235,0,1,2,18,29,61.4,1,2,1,2,0,0,0,0,0,0,0,82
1578,143,CIN,0,0,0,0,0,0,0,0,,1,17,0,17,6,4,47,0,21,0,0,82
1579,146,CIN,0,0,0,0,0,0,0,0,,8,10,0,3,3,2,29,0,23,0,0,82
1580,161,CIN,0,0,0,0,0,0,0,0,,4,4,0,2,3,2,20,0,14,0,0,82
1581,153,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,11,5,91,0,29,0,0,82
1582,140,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,26,0,22,0,0,82
1583,158,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,7,0,0,82
1584,163,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,10,0,5,0,0,82
1585,788,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,82
1586,148,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-1,0,-1,0,0,82
1587,60,BAL,21,33,236,0,0,1,8,39,84.9,19,152,1,36,0,0,0,0,0,0,0,82
1588,48,BAL,0,0,0,0,0,0,0,0,,13,52,1,12,2,2,22,0,11,0,0,82
1589,50,BAL,0,0,0,0,0,0,0,0,,6,34,0,25,0,0,0,0,0,0,0,82
1590,57,BAL,0,0,0,0,0,0,0,0,,5,31,0,12,0,0,0,0,0,0,0,82
1591,53,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,99,0,39,1,1,82
1592,64,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,28,0,18,0,0,82
1593,51,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,23,0,16,0,0,82
1594,56,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,18,0,13,0,0,82
1595,55,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,18,0,10,0,0,82
1596,63,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,18,0,9,0,0,82
1597,780,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,82
1598,58,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,82
1599,521,NOR,24,36,240,1,0,3,18,27,94.7,3,0,0,2,0,0,0,0,0,0,0,83
1600,509,NOR,0,0,0,0,0,0,0,0,,8,44,0,15,3,3,35,0,17,0,0,83
1601,522,NOR,0,0,0,0,0,0,0,0,,11,31,0,7,8,7,35,0,14,1,0,83
1602,515,NOR,0,0,0,0,0,0,0,0,,3,17,0,19,0,0,0,0,0,0,0,83
1603,510,NOR,0,0,0,0,0,0,0,0,,1,12,0,12,6,2,36,0,27,0,0,83
1604,506,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,89,0,26,0,0,83
1605,528,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,37,1,20,0,0,83
1606,517,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,0,8,0,0,83
1607,349,JAX,14,29,163,0,1,2,12,23,51.4,2,1,0,2,0,0,0,0,0,0,0,83
1608,364,JAX,0,0,0,0,0,0,0,0,,20,72,0,16,6,6,46,0,10,0,0,83
1609,357,JAX,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,83
1610,343,JAX,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,83
1611,351,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,53,0,23,0,0,83
1612,362,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,43,0,22,0,0,83
